# k re_decimal im_decimal
0 0.628906250000 -1.515625000000
1 1.510559082031 -0.935424804688
2 0.589324951172 -0.648986816406
3 -2.389404296875 0.959167480469
4 1.654327392578 -0.729034423828
5 0.810455322266 0.501647949219
6 -0.992492675781 -0.326843261719
7 1.045501708984 -1.561004638672
8 0.664764404297 -0.589080810547
9 0.562652587891 -1.743713378906
10 0.044891357422 0.008941650391
11 0.986450195312 -2.063568115234
12 -1.368194580078 -2.020568847656
13 -0.288909912109 2.667846679688
14 -0.886016845703 -0.114868164062
15 1.095275878906 -0.082366943359
16 0.091064453125 0.945434570312
17 -0.545166015625 -0.773895263672
18 -1.436004638672 -0.418457031250
19 -0.482513427734 0.766082763672
20 0.025329589844 0.524291992188
21 -0.512359619141 -2.133361816406
22 2.394256591797 1.513366699219
23 1.854278564453 -1.121276855469
24 -4.987152099609 -1.959686279297
25 -3.458007812500 -1.667907714844
26 -0.306732177734 -0.708801269531
27 -0.755645751953 2.991607666016
28 0.383331298828 -2.164855957031
29 0.394958496094 0.273834228516
30 3.877441406250 -3.918090820312
31 -2.029357910156 0.007629394531
32 -0.691406250000 1.648437500000
33 3.744415283203 -0.420074462891
34 1.188232421875 -1.169647216797
35 1.214813232422 0.449615478516
36 -0.942260742188 1.284729003906
37 -3.020660400391 1.203186035156
38 0.302917480469 3.593566894531
39 0.188903808594 0.378540039062
40 -0.000976562500 -0.001220703125
41 -0.005340576172 0.005371093750
42 0.012664794922 -0.010894775391
43 -0.005767822266 -0.021545410156
44 -0.006195068359 0.016784667969
45 0.022888183594 -0.019439697266
46 0.013641357422 0.013916015625
47 0.004394531250 0.001495361328
48 -0.017211914062 0.003723144531
49 -0.003875732422 -0.006317138672
50 0.005767822266 -0.003875732422
51 -0.003204345703 0.005310058594
52 -0.010101318359 0.008544921875
53 0.012115478516 -0.019805908203
54 -0.015075683594 -0.007598876953
55 0.018188476562 -0.002563476562
56 1.670837402344 1.621490478516
57 -0.047088623047 -2.085601806641
58 -2.297973632812 -1.409454345703
59 -0.572479248047 0.167907714844
60 0.117767333984 -2.855285644531
61 0.499603271484 0.292755126953
62 -1.793609619141 -0.861358642578
63 -2.007263183594 2.237518310547
64 0.347656250000 1.765625000000
65 -0.843139648438 -4.957397460938
66 0.434478759766 0.084167480469
67 1.390258789062 -2.967651367188
68 -3.006439208984 2.030548095703
69 0.462066650391 0.295104980469
70 2.245849609375 0.999389648438
71 -0.568084716797 -1.968963623047
72 -1.484100341797 3.336944580078
73 0.005096435547 -0.004638671875
74 0.001434326172 -0.006072998047
75 -0.017028808594 0.001007080078
76 0.007232666016 -0.024902343750
77 -0.000518798828 0.009399414062
78 -0.017242431641 0.006103515625
79 0.010192871094 -0.005340576172
80 0.002685546875 -0.015747070312
81 -0.018249511719 0.016204833984
82 -0.019256591797 -0.019592285156
83 -0.004608154297 0.008453369141
84 -0.000122070312 -0.000488281250
85 0.001495361328 -0.004516601562
86 0.001983642578 0.002624511719
87 -0.003204345703 -0.005126953125
88 -0.015960693359 -0.002838134766
89 0.858398437500 -0.399902343750
90 1.602996826172 -0.613220214844
91 0.479339599609 0.110748291016
92 -0.172149658203 -0.544799804688
93 -0.458374023438 1.385284423828
94 1.906982421875 -0.560729980469
95 -4.125061035156 -0.257568359375
96 -0.253906250000 -1.210937500000
97 0.051544189453 -0.960662841797
98 -2.602172851562 -2.302032470703
99 0.633697509766 0.965606689453
100 -1.212219238281 -2.067077636719
101 1.587127685547 -1.382629394531
102 -0.208374023438 0.665161132812
103 1.223937988281 0.738830566406
104 2.242187500000 -0.731018066406
105 0.684906005859 -3.695129394531
106 -1.613067626953 0.770233154297
107 -2.795928955078 0.465209960938
108 3.209075927734 -2.614379882812
109 -0.191955566406 1.410186767578
110 -1.277130126953 -1.278930664062
111 0.263671875000 -2.055023193359
112 -0.326538085938 0.191589355469
113 1.568756103516 -0.330352783203
114 0.053497314453 0.383209228516
115 0.029144287109 -2.941467285156
116 -1.289764404297 3.323486328125
117 0.880706787109 -1.112457275391
118 -1.892639160156 -2.794158935547
119 1.221679687500 1.145324707031
120 2.816650390625 -0.612091064453
121 -2.794952392578 0.593231201172
122 -4.533081054688 -0.623016357422
123 1.134185791016 -0.104492187500
124 4.672882080078 0.458007812500
125 -1.844146728516 -1.375823974609
126 -2.285491943359 1.255950927734
127 1.090637207031 -0.867095947266
