# k re_decimal im_decimal
0 0.000000000000 0.000000000000
1 0.000000000000 0.000000000000
2 0.000000000000 0.000000000000
3 -0.024932861328 -0.000457763672
4 0.000000000000 0.000000000000
5 0.000000000000 0.000000000000
6 0.000000000000 0.000000000000
7 31.948699951172 -0.000091552734
8 0.000000000000 0.000000000000
9 0.000000000000 0.000000000000
10 0.000000000000 0.000000000000
11 0.005218505859 -0.000061035156
12 0.000000000000 0.000000000000
13 0.000000000000 0.000000000000
14 0.000000000000 0.000000000000
15 0.080810546875 -0.000091552734
16 0.000000000000 0.000000000000
17 0.000000000000 0.000000000000
18 0.000000000000 0.000000000000
19 -0.007019042969 0.000030517578
20 0.000000000000 0.000000000000
21 0.000000000000 0.000000000000
22 0.000000000000 0.000000000000
23 0.074798583984 0.000000000000
24 0.000000000000 0.000000000000
25 0.000000000000 0.000000000000
26 0.000000000000 0.000000000000
27 0.002410888672 0.000030517578
28 0.000000000000 0.000000000000
29 0.000000000000 0.000000000000
30 0.000000000000 0.000000000000
31 -0.045318603516 0.000000000000
32 0.000000000000 0.000000000000
33 0.000000000000 0.000000000000
34 0.000000000000 0.000000000000
35 0.051788330078 0.000030517578
36 0.000000000000 0.000000000000
37 0.000000000000 0.000000000000
38 0.000000000000 0.000000000000
39 0.016998291016 0.000030517578
40 0.000000000000 0.000000000000
41 0.000000000000 0.000000000000
42 0.000000000000 0.000000000000
43 0.020477294922 0.000061035156
44 0.000000000000 0.000000000000
45 0.000000000000 0.000000000000
46 0.000000000000 0.000000000000
47 0.047180175781 0.000030517578
48 0.000000000000 0.000000000000
49 0.000000000000 0.000000000000
50 0.000000000000 0.000000000000
51 0.001586914062 0.000030517578
52 0.000000000000 0.000000000000
53 0.000000000000 0.000000000000
54 0.000000000000 0.000000000000
55 -0.018493652344 0.000000000000
56 0.000000000000 0.000000000000
57 0.000000000000 0.000000000000
58 0.000000000000 0.000000000000
59 0.006561279297 0.000030517578
60 0.000000000000 0.000000000000
61 0.000000000000 0.000000000000
62 0.000000000000 0.000000000000
63 -0.032440185547 0.000000000000
64 0.000000000000 0.000000000000
65 0.000000000000 0.000000000000
66 0.000000000000 0.000000000000
67 -0.057647705078 0.000030517578
68 0.000000000000 0.000000000000
69 0.000000000000 0.000000000000
70 0.000000000000 0.000000000000
71 0.007415771484 0.000030517578
72 0.000000000000 0.000000000000
73 0.000000000000 0.000000000000
74 0.000000000000 0.000000000000
75 0.042572021484 0.000061035156
76 0.000000000000 0.000000000000
77 0.000000000000 0.000000000000
78 0.000000000000 0.000000000000
79 0.045043945312 0.000030517578
80 0.000000000000 0.000000000000
81 0.000000000000 0.000000000000
82 0.000000000000 0.000000000000
83 0.007934570312 0.000030517578
84 0.000000000000 0.000000000000
85 0.000000000000 0.000000000000
86 0.000000000000 0.000000000000
87 -0.034637451172 0.000000000000
88 0.000000000000 0.000000000000
89 0.000000000000 0.000000000000
90 0.000000000000 0.000000000000
91 0.023590087891 0.000030517578
92 0.000000000000 0.000000000000
93 0.000000000000 0.000000000000
94 0.000000000000 0.000000000000
95 -0.021270751953 0.000000000000
96 0.000000000000 0.000000000000
97 0.000000000000 0.000000000000
98 0.000000000000 0.000000000000
99 0.005035400391 0.000030517578
100 0.000000000000 0.000000000000
101 0.000000000000 0.000000000000
102 0.000000000000 0.000000000000
103 -0.009368896484 0.000030517578
104 0.000000000000 0.000000000000
105 0.000000000000 0.000000000000
106 0.000000000000 0.000000000000
107 0.013641357422 0.000061035156
108 0.000000000000 0.000000000000
109 0.000000000000 0.000000000000
110 0.000000000000 0.000000000000
111 -0.031433105469 0.000030517578
112 0.000000000000 0.000000000000
113 0.000000000000 0.000000000000
114 0.000000000000 0.000000000000
115 -0.033142089844 0.000030517578
116 0.000000000000 0.000000000000
117 0.000000000000 0.000000000000
118 0.000000000000 0.000000000000
119 -0.106994628906 0.000000000000
120 0.000000000000 0.000000000000
121 0.000000000000 0.000000000000
122 0.000000000000 0.000000000000
123 0.032257080078 0.000030517578
124 0.000000000000 0.000000000000
125 0.000000000000 0.000000000000
126 0.000000000000 0.000000000000
127 -0.011322021484 0.000000000000
